Vardas              Pavarde             Galutinis (Vid.)
Vardas16824         Pavarde16824        1.56
Vardas96589         Pavarde96589        1.56
Vardas28659         Pavarde28659        1.56
Vardas47244         Pavarde47244        1.56
Vardas20383         Pavarde20383        1.56
Vardas47724         Pavarde47724        1.56
Vardas57022         Pavarde57022        1.56
Vardas97459         Pavarde97459        1.56
Vardas57856         Pavarde57856        1.64
Vardas63824         Pavarde63824        1.64
Vardas17971         Pavarde17971        1.64
Vardas56794         Pavarde56794        1.64
Vardas93354         Pavarde93354        1.64
Vardas11955         Pavarde11955        1.64
Vardas13420         Pavarde13420        1.64
Vardas374           Pavarde374          1.64
Vardas17761         Pavarde17761        1.64
Vardas2581          Pavarde2581         1.64
Vardas41022         Pavarde41022        1.64
Vardas50971         Pavarde50971        1.64
Vardas13889         Pavarde13889        1.64
Vardas30433         Pavarde30433        1.64
Vardas61810         Pavarde61810        1.64
Vardas55669         Pavarde55669        1.64
Vardas34265         Pavarde34265        1.64
Vardas87426         Pavarde87426        1.64
Vardas37595         Pavarde37595        1.64
Vardas42702         Pavarde42702        1.64
Vardas22606         Pavarde22606        1.64
Vardas78455         Pavarde78455        1.64
Vardas96766         Pavarde96766        1.64
Vardas4191          Pavarde4191         1.64
Vardas86427         Pavarde86427        1.64
Vardas54042         Pavarde54042        1.64
Vardas53707         Pavarde53707        1.64
Vardas4428          Pavarde4428         1.64
Vardas98988         Pavarde98988        1.64
Vardas10637         Pavarde10637        1.64
Vardas63742         Pavarde63742        1.64
Vardas91947         Pavarde91947        1.64
Vardas94292         Pavarde94292        1.64
Vardas86312         Pavarde86312        1.64
Vardas14830         Pavarde14830        1.64
Vardas64604         Pavarde64604        1.64
Vardas98443         Pavarde98443        1.64
Vardas659           Pavarde659          1.64
Vardas47914         Pavarde47914        1.64
Vardas47624         Pavarde47624        1.64
Vardas71269         Pavarde71269        1.64
Vardas43070         Pavarde43070        1.64
Vardas20831         Pavarde20831        1.64
Vardas26868         Pavarde26868        1.64
Vardas71188         Pavarde71188        1.64
Vardas78404         Pavarde78404        1.64
Vardas24139         Pavarde24139        1.64
Vardas43891         Pavarde43891        1.64
Vardas31924         Pavarde31924        1.64
Vardas32238         Pavarde32238        1.64
Vardas38101         Pavarde38101        1.64
Vardas4513          Pavarde4513         1.64
Vardas35449         Pavarde35449        1.64
Vardas22150         Pavarde22150        1.64
Vardas50707         Pavarde50707        1.64
Vardas23827         Pavarde23827        1.64
Vardas53347         Pavarde53347        1.64
Vardas71896         Pavarde71896        1.64
Vardas68063         Pavarde68063        1.64
Vardas72876         Pavarde72876        1.64
Vardas87177         Pavarde87177        1.64
Vardas32260         Pavarde32260        1.72
Vardas59831         Pavarde59831        1.72
Vardas80367         Pavarde80367        1.72
Vardas47534         Pavarde47534        1.72
Vardas68256         Pavarde68256        1.72
Vardas26326         Pavarde26326        1.72
Vardas53681         Pavarde53681        1.72
Vardas39118         Pavarde39118        1.72
Vardas51427         Pavarde51427        1.72
Vardas51101         Pavarde51101        1.72
Vardas16299         Pavarde16299        1.72
Vardas3074          Pavarde3074         1.72
Vardas47001         Pavarde47001        1.72
Vardas40556         Pavarde40556        1.72
Vardas44457         Pavarde44457        1.72
Vardas14814         Pavarde14814        1.72
Vardas92167         Pavarde92167        1.72
Vardas9187          Pavarde9187         1.72
Vardas70174         Pavarde70174        1.72
Vardas76295         Pavarde76295        1.72
Vardas19916         Pavarde19916        1.72
Vardas91843         Pavarde91843        1.72
Vardas1204          Pavarde1204         1.72
Vardas12635         Pavarde12635        1.72
Vardas2476          Pavarde2476         1.72
Vardas4784          Pavarde4784         1.72
Vardas16756         Pavarde16756        1.72
Vardas50509         Pavarde50509        1.72
Vardas69743         Pavarde69743        1.72
Vardas30888         Pavarde30888        1.72
Vardas90063         Pavarde90063        1.72
Vardas85028         Pavarde85028        1.72
Vardas77003         Pavarde77003        1.72
Vardas84997         Pavarde84997        1.72
Vardas31733         Pavarde31733        1.72
Vardas43318         Pavarde43318        1.72
Vardas46349         Pavarde46349        1.72
Vardas71485         Pavarde71485        1.72
Vardas88425         Pavarde88425        1.72
Vardas244           Pavarde244          1.72
Vardas87662         Pavarde87662        1.72
Vardas68648         Pavarde68648        1.72
Vardas25490         Pavarde25490        1.72
Vardas50696         Pavarde50696        1.72
Vardas14159         Pavarde14159        1.72
Vardas3438          Pavarde3438         1.72
Vardas65048         Pavarde65048        1.72
Vardas86037         Pavarde86037        1.72
Vardas32650         Pavarde32650        1.72
Vardas83241         Pavarde83241        1.72
Vardas96176         Pavarde96176        1.72
Vardas32786         Pavarde32786        1.72
Vardas66311         Pavarde66311        1.72
Vardas91266         Pavarde91266        1.72
Vardas54175         Pavarde54175        1.72
Vardas29688         Pavarde29688        1.72
Vardas1244          Pavarde1244         1.72
Vardas61565         Pavarde61565        1.72
Vardas78024         Pavarde78024        1.72
Vardas6561          Pavarde6561         1.72
Vardas83950         Pavarde83950        1.72
Vardas40728         Pavarde40728        1.72
Vardas78483         Pavarde78483        1.72
Vardas10176         Pavarde10176        1.72
Vardas40057         Pavarde40057        1.72
Vardas22757         Pavarde22757        1.72
Vardas4400          Pavarde4400         1.72
Vardas14288         Pavarde14288        1.72
Vardas26681         Pavarde26681        1.72
Vardas11546         Pavarde11546        1.72
Vardas28291         Pavarde28291        1.72
Vardas8634          Pavarde8634         1.72
Vardas89988         Pavarde89988        1.72
Vardas9719          Pavarde9719         1.80
Vardas29914         Pavarde29914        1.80
Vardas17205         Pavarde17205        1.80
Vardas91115         Pavarde91115        1.80
Vardas10452         Pavarde10452        1.80
Vardas48521         Pavarde48521        1.80
Vardas48368         Pavarde48368        1.80
Vardas30565         Pavarde30565        1.80
Vardas82317         Pavarde82317        1.80
Vardas91352         Pavarde91352        1.80
Vardas85695         Pavarde85695        1.80
Vardas71442         Pavarde71442        1.80
Vardas32938         Pavarde32938        1.80
Vardas45679         Pavarde45679        1.80
Vardas69354         Pavarde69354        1.80
Vardas66295         Pavarde66295        1.80
Vardas64170         Pavarde64170        1.80
Vardas5591          Pavarde5591         1.80
Vardas82044         Pavarde82044        1.80
Vardas77347         Pavarde77347        1.80
Vardas652           Pavarde652          1.80
Vardas37886         Pavarde37886        1.80
Vardas61226         Pavarde61226        1.80
Vardas1743          Pavarde1743         1.80
Vardas54863         Pavarde54863        1.80
Vardas53608         Pavarde53608        1.80
Vardas10387         Pavarde10387        1.80
Vardas30769         Pavarde30769        1.80
Vardas17169         Pavarde17169        1.80
Vardas10208         Pavarde10208        1.80
Vardas30052         Pavarde30052        1.80
Vardas11458         Pavarde11458        1.80
Vardas92323         Pavarde92323        1.80
Vardas43491         Pavarde43491        1.80
Vardas83651         Pavarde83651        1.80
Vardas59016         Pavarde59016        1.80
Vardas55549         Pavarde55549        1.80
Vardas59323         Pavarde59323        1.80
Vardas43816         Pavarde43816        1.80
Vardas40789         Pavarde40789        1.80
Vardas47587         Pavarde47587        1.80
Vardas79239         Pavarde79239        1.80
Vardas33624         Pavarde33624        1.80
Vardas59902         Pavarde59902        1.80
Vardas68025         Pavarde68025        1.80
Vardas57230         Pavarde57230        1.80
Vardas57710         Pavarde57710        1.80
Vardas3887          Pavarde3887         1.80
Vardas38586         Pavarde38586        1.80
Vardas31145         Pavarde31145        1.80
Vardas25949         Pavarde25949        1.80
Vardas13171         Pavarde13171        1.80
Vardas13584         Pavarde13584        1.80
Vardas56908         Pavarde56908        1.80
Vardas81581         Pavarde81581        1.80
Vardas46481         Pavarde46481        1.80
Vardas62356         Pavarde62356        1.80
Vardas82495         Pavarde82495        1.80
Vardas33457         Pavarde33457        1.80
Vardas51521         Pavarde51521        1.80
Vardas36900         Pavarde36900        1.80
Vardas67339         Pavarde67339        1.80
Vardas42032         Pavarde42032        1.80
Vardas28764         Pavarde28764        1.80
Vardas13870         Pavarde13870        1.80
Vardas70779         Pavarde70779        1.80
Vardas42042         Pavarde42042        1.80
Vardas72594         Pavarde72594        1.80
Vardas10731         Pavarde10731        1.80
Vardas25699         Pavarde25699        1.80
Vardas44821         Pavarde44821        1.80
Vardas10170         Pavarde10170        1.80
Vardas54816         Pavarde54816        1.80
Vardas67730         Pavarde67730        1.80
Vardas64967         Pavarde64967        1.80
Vardas58254         Pavarde58254        1.80
Vardas34945         Pavarde34945        1.80
Vardas76870         Pavarde76870        1.80
Vardas21870         Pavarde21870        1.80
Vardas27746         Pavarde27746        1.80
Vardas63376         Pavarde63376        1.80
Vardas96282         Pavarde96282        1.80
Vardas23190         Pavarde23190        1.80
Vardas46498         Pavarde46498        1.80
Vardas68759         Pavarde68759        1.80
Vardas81306         Pavarde81306        1.80
Vardas21481         Pavarde21481        1.80
Vardas86752         Pavarde86752        1.80
Vardas89577         Pavarde89577        1.80
Vardas80332         Pavarde80332        1.80
Vardas41429         Pavarde41429        1.80
Vardas93895         Pavarde93895        1.80
Vardas24367         Pavarde24367        1.80
Vardas8370          Pavarde8370         1.80
Vardas78313         Pavarde78313        1.84
Vardas78458         Pavarde78458        1.88
Vardas59820         Pavarde59820        1.88
Vardas48529         Pavarde48529        1.88
Vardas94742         Pavarde94742        1.88
Vardas84678         Pavarde84678        1.88
Vardas40186         Pavarde40186        1.88
Vardas16235         Pavarde16235        1.88
Vardas22122         Pavarde22122        1.88
Vardas81271         Pavarde81271        1.88
Vardas20500         Pavarde20500        1.88
Vardas89883         Pavarde89883        1.88
Vardas2803          Pavarde2803         1.88
Vardas11685         Pavarde11685        1.88
Vardas7523          Pavarde7523         1.88
Vardas94190         Pavarde94190        1.88
Vardas9001          Pavarde9001         1.88
Vardas53298         Pavarde53298        1.88
Vardas95419         Pavarde95419        1.88
Vardas69105         Pavarde69105        1.88
Vardas77709         Pavarde77709        1.88
Vardas1577          Pavarde1577         1.88
Vardas58761         Pavarde58761        1.88
Vardas17178         Pavarde17178        1.88
Vardas45461         Pavarde45461        1.88
Vardas6059          Pavarde6059         1.88
Vardas98172         Pavarde98172        1.88
Vardas33582         Pavarde33582        1.88
Vardas95761         Pavarde95761        1.88
Vardas33855         Pavarde33855        1.88
Vardas16170         Pavarde16170        1.88
Vardas40384         Pavarde40384        1.88
Vardas83815         Pavarde83815        1.88
Vardas62098         Pavarde62098        1.88
Vardas56371         Pavarde56371        1.88
Vardas33531         Pavarde33531        1.88
Vardas29254         Pavarde29254        1.88
Vardas59729         Pavarde59729        1.88
Vardas33328         Pavarde33328        1.88
Vardas62116         Pavarde62116        1.88
Vardas35932         Pavarde35932        1.88
Vardas50881         Pavarde50881        1.88
Vardas70724         Pavarde70724        1.88
Vardas5188          Pavarde5188         1.88
Vardas44386         Pavarde44386        1.88
Vardas38677         Pavarde38677        1.88
Vardas70015         Pavarde70015        1.88
Vardas38722         Pavarde38722        1.88
Vardas51829         Pavarde51829        1.88
Vardas2455          Pavarde2455         1.88
Vardas93027         Pavarde93027        1.88
Vardas41558         Pavarde41558        1.88
Vardas38789         Pavarde38789        1.88
Vardas28072         Pavarde28072        1.88
Vardas23848         Pavarde23848        1.88
Vardas32870         Pavarde32870        1.88
Vardas2378          Pavarde2378         1.88
Vardas81968         Pavarde81968        1.88
Vardas9171          Pavarde9171         1.88
Vardas57020         Pavarde57020        1.88
Vardas816           Pavarde816          1.88
Vardas32517         Pavarde32517        1.88
Vardas32748         Pavarde32748        1.88
Vardas33402         Pavarde33402        1.88
Vardas89002         Pavarde89002        1.88
Vardas60294         Pavarde60294        1.88
Vardas57896         Pavarde57896        1.88
Vardas22947         Pavarde22947        1.88
Vardas49247         Pavarde49247        1.88
Vardas2109          Pavarde2109         1.88
Vardas70960         Pavarde70960        1.88
Vardas90490         Pavarde90490        1.88
Vardas44567         Pavarde44567        1.88
Vardas33275         Pavarde33275        1.88
Vardas20332         Pavarde20332        1.88
Vardas41085         Pavarde41085        1.88
Vardas7037          Pavarde7037         1.88
Vardas89320         Pavarde89320        1.88
Vardas27931         Pavarde27931        1.88
Vardas96551         Pavarde96551        1.88
Vardas71326         Pavarde71326        1.88
Vardas7820          Pavarde7820         1.88
Vardas93742         Pavarde93742        1.88
Vardas67311         Pavarde67311        1.88
Vardas71431         Pavarde71431        1.88
Vardas3268          Pavarde3268         1.88
Vardas4136          Pavarde4136         1.88
Vardas18362         Pavarde18362        1.88
Vardas82721         Pavarde82721        1.88
Vardas22678         Pavarde22678        1.88
Vardas19965         Pavarde19965        1.88
Vardas74036         Pavarde74036        1.88
Vardas8719          Pavarde8719         1.88
Vardas46066         Pavarde46066        1.88
Vardas23250         Pavarde23250        1.88
Vardas10335         Pavarde10335        1.88
Vardas21023         Pavarde21023        1.88
Vardas93861         Pavarde93861        1.88
Vardas30073         Pavarde30073        1.88
Vardas61960         Pavarde61960        1.88
Vardas46180         Pavarde46180        1.88
Vardas67058         Pavarde67058        1.88
Vardas28500         Pavarde28500        1.88
Vardas99211         Pavarde99211        1.88
Vardas28851         Pavarde28851        1.88
Vardas87580         Pavarde87580        1.88
Vardas85967         Pavarde85967        1.88
Vardas58060         Pavarde58060        1.88
Vardas90335         Pavarde90335        1.88
Vardas28452         Pavarde28452        1.88
Vardas73414         Pavarde73414        1.88
Vardas91645         Pavarde91645        1.88
Vardas28387         Pavarde28387        1.88
Vardas59247         Pavarde59247        1.88
Vardas56249         Pavarde56249        1.88
Vardas29616         Pavarde29616        1.88
Vardas52302         Pavarde52302        1.88
Vardas80438         Pavarde80438        1.88
Vardas10102         Pavarde10102        1.88
Vardas90649         Pavarde90649        1.88
Vardas97563         Pavarde97563        1.88
Vardas29567         Pavarde29567        1.88
Vardas46148         Pavarde46148        1.88
Vardas59751         Pavarde59751        1.88
Vardas54215         Pavarde54215        1.88
Vardas87486         Pavarde87486        1.88
Vardas26273         Pavarde26273        1.88
Vardas62052         Pavarde62052        1.88
Vardas44058         Pavarde44058        1.88
Vardas1354          Pavarde1354         1.88
Vardas98868         Pavarde98868        1.88
Vardas97881         Pavarde97881        1.88
Vardas75557         Pavarde75557        1.88
Vardas67933         Pavarde67933        1.88
Vardas47944         Pavarde47944        1.88
Vardas5593          Pavarde5593         1.88
Vardas4506          Pavarde4506         1.88
Vardas32005         Pavarde32005        1.88
Vardas5936          Pavarde5936         1.88
Vardas35253         Pavarde35253        1.88
Vardas66578         Pavarde66578        1.88
Vardas73102         Pavarde73102        1.88
Vardas29364         Pavarde29364        1.88
Vardas90557         Pavarde90557        1.88
Vardas92258         Pavarde92258        1.88
Vardas78554         Pavarde78554        1.88
Vardas35743         Pavarde35743        1.88
Vardas66406         Pavarde66406        1.88
Vardas11351         Pavarde11351        1.88
Vardas7785          Pavarde7785         1.92
Vardas32871         Pavarde32871        1.92
Vardas9830          Pavarde9830         1.92
Vardas67080         Pavarde67080        1.92
Vardas33755         Pavarde33755        1.96
Vardas87015         Pavarde87015        1.96
Vardas81566         Pavarde81566        1.96
Vardas38131         Pavarde38131        1.96
Vardas19980         Pavarde19980        1.96
Vardas42502         Pavarde42502        1.96
Vardas75497         Pavarde75497        1.96
Vardas72551         Pavarde72551        1.96
Vardas82033         Pavarde82033        1.96
Vardas47262         Pavarde47262        1.96
Vardas65204         Pavarde65204        1.96
Vardas36214         Pavarde36214        1.96
Vardas95423         Pavarde95423        1.96
Vardas20782         Pavarde20782        1.96
Vardas68085         Pavarde68085        1.96
Vardas63029         Pavarde63029        1.96
Vardas18048         Pavarde18048        1.96
Vardas80366         Pavarde80366        1.96
Vardas13323         Pavarde13323        1.96
Vardas75950         Pavarde75950        1.96
Vardas71698         Pavarde71698        1.96
Vardas62742         Pavarde62742        1.96
Vardas52929         Pavarde52929        1.96
Vardas51601         Pavarde51601        1.96
Vardas21967         Pavarde21967        1.96
Vardas29915         Pavarde29915        1.96
Vardas47058         Pavarde47058        1.96
Vardas87868         Pavarde87868        1.96
Vardas16401         Pavarde16401        1.96
Vardas34754         Pavarde34754        1.96
Vardas83376         Pavarde83376        1.96
Vardas58199         Pavarde58199        1.96
Vardas3034          Pavarde3034         1.96
Vardas75716         Pavarde75716        1.96
Vardas74969         Pavarde74969        1.96
Vardas4420          Pavarde4420         1.96
Vardas2157          Pavarde2157         1.96
Vardas2273          Pavarde2273         1.96
Vardas24578         Pavarde24578        1.96
Vardas45789         Pavarde45789        1.96
Vardas95363         Pavarde95363        1.96
Vardas37327         Pavarde37327        1.96
Vardas15591         Pavarde15591        1.96
Vardas51201         Pavarde51201        1.96
Vardas1289          Pavarde1289         1.96
Vardas20835         Pavarde20835        1.96
Vardas33613         Pavarde33613        1.96
Vardas77452         Pavarde77452        1.96
Vardas86178         Pavarde86178        1.96
Vardas64436         Pavarde64436        1.96
Vardas67216         Pavarde67216        1.96
Vardas89045         Pavarde89045        1.96
Vardas29016         Pavarde29016        1.96
Vardas51162         Pavarde51162        1.96
Vardas89791         Pavarde89791        1.96
Vardas16009         Pavarde16009        1.96
Vardas29406         Pavarde29406        1.96
Vardas89741         Pavarde89741        1.96
Vardas57018         Pavarde57018        1.96
Vardas68422         Pavarde68422        1.96
Vardas81012         Pavarde81012        1.96
Vardas55633         Pavarde55633        1.96
Vardas32011         Pavarde32011        1.96
Vardas32193         Pavarde32193        1.96
Vardas44322         Pavarde44322        1.96
Vardas1624          Pavarde1624         1.96
Vardas17059         Pavarde17059        1.96
Vardas46341         Pavarde46341        1.96
Vardas26590         Pavarde26590        1.96
Vardas87230         Pavarde87230        1.96
Vardas29682         Pavarde29682        1.96
Vardas9357          Pavarde9357         1.96
Vardas42238         Pavarde42238        1.96
Vardas95754         Pavarde95754        1.96
Vardas45366         Pavarde45366        1.96
Vardas20626         Pavarde20626        1.96
Vardas65828         Pavarde65828        1.96
Vardas73454         Pavarde73454        1.96
Vardas14419         Pavarde14419        1.96
Vardas60015         Pavarde60015        1.96
Vardas12260         Pavarde12260        1.96
Vardas69565         Pavarde69565        1.96
Vardas67307         Pavarde67307        1.96
Vardas53166         Pavarde53166        1.96
Vardas43819         Pavarde43819        1.96
Vardas69594         Pavarde69594        1.96
Vardas53161         Pavarde53161        1.96
Vardas9329          Pavarde9329         1.96
Vardas49058         Pavarde49058        1.96
Vardas5833          Pavarde5833         1.96
Vardas84230         Pavarde84230        1.96
Vardas15193         Pavarde15193        1.96
Vardas12326         Pavarde12326        1.96
Vardas33536         Pavarde33536        1.96
Vardas25267         Pavarde25267        1.96
Vardas98418         Pavarde98418        1.96
Vardas71411         Pavarde71411        1.96
Vardas37915         Pavarde37915        1.96
Vardas81200         Pavarde81200        1.96
Vardas68623         Pavarde68623        1.96
Vardas91794         Pavarde91794        1.96
Vardas4508          Pavarde4508         1.96
Vardas45131         Pavarde45131        1.96
Vardas21748         Pavarde21748        1.96
Vardas27371         Pavarde27371        1.96
Vardas94619         Pavarde94619        1.96
Vardas6893          Pavarde6893         1.96
Vardas42166         Pavarde42166        1.96
Vardas74333         Pavarde74333        1.96
Vardas31672         Pavarde31672        1.96
Vardas2970          Pavarde2970         1.96
Vardas6900          Pavarde6900         1.96
Vardas68027         Pavarde68027        1.96
Vardas4172          Pavarde4172         1.96
Vardas8766          Pavarde8766         1.96
Vardas40677         Pavarde40677        1.96
Vardas40937         Pavarde40937        1.96
Vardas29339         Pavarde29339        1.96
Vardas72820         Pavarde72820        1.96
Vardas79818         Pavarde79818        1.96
Vardas16759         Pavarde16759        1.96
Vardas4659          Pavarde4659         1.96
Vardas65722         Pavarde65722        1.96
Vardas12551         Pavarde12551        1.96
Vardas20086         Pavarde20086        1.96
Vardas15476         Pavarde15476        1.96
Vardas5435          Pavarde5435         1.96
Vardas54436         Pavarde54436        1.96
Vardas5434          Pavarde5434         1.96
Vardas17404         Pavarde17404        1.96
Vardas20507         Pavarde20507        1.96
Vardas45555         Pavarde45555        1.96
Vardas56361         Pavarde56361        1.96
Vardas29641         Pavarde29641        1.96
Vardas16652         Pavarde16652        1.96
Vardas42078         Pavarde42078        1.96
Vardas9237          Pavarde9237         1.96
Vardas32485         Pavarde32485        1.96
Vardas7232          Pavarde7232         1.96
Vardas59629         Pavarde59629        1.96
Vardas24817         Pavarde24817        1.96
Vardas26558         Pavarde26558        1.96
Vardas34690         Pavarde34690        1.96
Vardas43016         Pavarde43016        1.96
Vardas93081         Pavarde93081        1.96
Vardas61730         Pavarde61730        1.96
Vardas95870         Pavarde95870        1.96
Vardas11718         Pavarde11718        1.96
Vardas65633         Pavarde65633        1.96
Vardas57397         Pavarde57397        1.96
Vardas45590         Pavarde45590        1.96
Vardas43406         Pavarde43406        1.96
Vardas605           Pavarde605          1.96
Vardas93863         Pavarde93863        1.96
Vardas53785         Pavarde53785        1.96
Vardas20063         Pavarde20063        1.96
Vardas66918         Pavarde66918        1.96
Vardas85261         Pavarde85261        1.96
Vardas61299         Pavarde61299        1.96
Vardas46958         Pavarde46958        1.96
Vardas58743         Pavarde58743        1.96
Vardas96426         Pavarde96426        1.96
Vardas98681         Pavarde98681        1.96
Vardas59824         Pavarde59824        1.96
Vardas26886         Pavarde26886        1.96
Vardas38917         Pavarde38917        1.96
Vardas57951         Pavarde57951        2.00
Vardas8201          Pavarde8201         2.00
Vardas65064         Pavarde65064        2.00
Vardas67713         Pavarde67713        2.00
Vardas25602         Pavarde25602        2.00
Vardas62391         Pavarde62391        2.00
Vardas31621         Pavarde31621        2.00
Vardas82570         Pavarde82570        2.00
Vardas96659         Pavarde96659        2.00
Vardas94365         Pavarde94365        2.00
Vardas22398         Pavarde22398        2.00
Vardas20165         Pavarde20165        2.00
Vardas3228          Pavarde3228         2.00
Vardas4806          Pavarde4806         2.00
Vardas60595         Pavarde60595        2.00
Vardas70577         Pavarde70577        2.04
Vardas31450         Pavarde31450        2.04
Vardas75448         Pavarde75448        2.04
Vardas32562         Pavarde32562        2.04
Vardas43498         Pavarde43498        2.04
Vardas34247         Pavarde34247        2.04
Vardas77218         Pavarde77218        2.04
Vardas18061         Pavarde18061        2.04
Vardas47735         Pavarde47735        2.04
Vardas63853         Pavarde63853        2.04
Vardas28708         Pavarde28708        2.04
Vardas96733         Pavarde96733        2.04
Vardas96730         Pavarde96730        2.04
Vardas64955         Pavarde64955        2.04
Vardas58124         Pavarde58124        2.04
Vardas91961         Pavarde91961        2.04
Vardas20892         Pavarde20892        2.04
Vardas52940         Pavarde52940        2.04
Vardas79470         Pavarde79470        2.04
Vardas27081         Pavarde27081        2.04
Vardas89205         Pavarde89205        2.04
Vardas87817         Pavarde87817        2.04
Vardas57024         Pavarde57024        2.04
Vardas60327         Pavarde60327        2.04
Vardas10676         Pavarde10676        2.04
Vardas44991         Pavarde44991        2.04
Vardas2128          Pavarde2128         2.04
Vardas74982         Pavarde74982        2.04
Vardas46244         Pavarde46244        2.04
Vardas53494         Pavarde53494        2.04
Vardas36861         Pavarde36861        2.04
Vardas29653         Pavarde29653        2.04
Vardas73377         Pavarde73377        2.04
Vardas95079         Pavarde95079        2.04
Vardas18505         Pavarde18505        2.04
Vardas51366         Pavarde51366        2.04
Vardas91555         Pavarde91555        2.04
Vardas34372         Pavarde34372        2.04
Vardas17895         Pavarde17895        2.04
Vardas57915         Pavarde57915        2.04
Vardas73615         Pavarde73615        2.04
Vardas57907         Pavarde57907        2.04
Vardas9680          Pavarde9680         2.04
Vardas58403         Pavarde58403        2.04
Vardas78372         Pavarde78372        2.04
Vardas73681         Pavarde73681        2.04
Vardas72435         Pavarde72435        2.04
Vardas91660         Pavarde91660        2.04
Vardas50694         Pavarde50694        2.04
Vardas80269         Pavarde80269        2.04
Vardas88131         Pavarde88131        2.04
Vardas72811         Pavarde72811        2.04
Vardas95459         Pavarde95459        2.04
Vardas10221         Pavarde10221        2.04
Vardas46739         Pavarde46739        2.04
Vardas26443         Pavarde26443        2.04
Vardas96355         Pavarde96355        2.04
Vardas10236         Pavarde10236        2.04
Vardas84164         Pavarde84164        2.04
Vardas33718         Pavarde33718        2.04
Vardas11557         Pavarde11557        2.04
Vardas88158         Pavarde88158        2.04
Vardas14297         Pavarde14297        2.04
Vardas24740         Pavarde24740        2.04
Vardas15140         Pavarde15140        2.04
Vardas38002         Pavarde38002        2.04
Vardas1904          Pavarde1904         2.04
Vardas40732         Pavarde40732        2.04
Vardas57822         Pavarde57822        2.04
Vardas84173         Pavarde84173        2.04
Vardas83126         Pavarde83126        2.04
Vardas73194         Pavarde73194        2.04
Vardas68878         Pavarde68878        2.04
Vardas68895         Pavarde68895        2.04
Vardas47499         Pavarde47499        2.04
Vardas11687         Pavarde11687        2.04
Vardas11716         Pavarde11716        2.04
Vardas26692         Pavarde26692        2.04
Vardas83884         Pavarde83884        2.04
Vardas53336         Pavarde53336        2.04
Vardas80166         Pavarde80166        2.04
Vardas52310         Pavarde52310        2.04
Vardas11742         Pavarde11742        2.04
Vardas94463         Pavarde94463        2.04
Vardas31819         Pavarde31819        2.04
Vardas81526         Pavarde81526        2.04
Vardas57745         Pavarde57745        2.04
Vardas17273         Pavarde17273        2.04
Vardas65966         Pavarde65966        2.04
Vardas84850         Pavarde84850        2.04
Vardas98007         Pavarde98007        2.04
Vardas68102         Pavarde68102        2.04
Vardas62729         Pavarde62729        2.04
Vardas53253         Pavarde53253        2.04
Vardas57708         Pavarde57708        2.04
Vardas21181         Pavarde21181        2.04
Vardas77559         Pavarde77559        2.04
Vardas95811         Pavarde95811        2.04
