Vardas              Pavarde             Galutinis (Vid.)
Vardas6652          Pavarde6652         1.88
Vardas25326         Pavarde25326        1.88
Vardas46914         Pavarde46914        1.88
Vardas65634         Pavarde65634        1.88
Vardas56173         Pavarde56173        1.88
Vardas16893         Pavarde16893        1.88
Vardas50330         Pavarde50330        1.88
Vardas27152         Pavarde27152        1.88
Vardas3737          Pavarde3737         1.88
Vardas19561         Pavarde19561        1.88
Vardas88724         Pavarde88724        1.88
Vardas59989         Pavarde59989        1.88
Vardas87684         Pavarde87684        1.88
Vardas50298         Pavarde50298        1.88
Vardas54434         Pavarde54434        1.88
Vardas25338         Pavarde25338        1.88
Vardas5442          Pavarde5442         1.88
Vardas81283         Pavarde81283        1.88
Vardas548           Pavarde548          1.88
Vardas87767         Pavarde87767        1.88
Vardas43802         Pavarde43802        1.88
Vardas19836         Pavarde19836        1.88
Vardas49819         Pavarde49819        1.88
Vardas39779         Pavarde39779        1.88
Vardas48920         Pavarde48920        1.88
Vardas97206         Pavarde97206        1.88
Vardas46861         Pavarde46861        1.88
Vardas68395         Pavarde68395        1.88
Vardas81819         Pavarde81819        1.88
Vardas17122         Pavarde17122        1.88
Vardas94879         Pavarde94879        1.88
Vardas49276         Pavarde49276        1.88
Vardas71255         Pavarde71255        1.88
Vardas40111         Pavarde40111        1.88
Vardas78964         Pavarde78964        1.88
Vardas98384         Pavarde98384        1.88
Vardas59584         Pavarde59584        1.88
Vardas98383         Pavarde98383        1.88
Vardas73902         Pavarde73902        1.88
Vardas2475          Pavarde2475         1.88
Vardas73892         Pavarde73892        1.88
Vardas65104         Pavarde65104        1.88
Vardas73772         Pavarde73772        1.88
Vardas95368         Pavarde95368        1.88
Vardas50995         Pavarde50995        1.88
Vardas25322         Pavarde25322        1.88
Vardas49222         Pavarde49222        1.88
Vardas28659         Pavarde28659        1.88
Vardas82852         Pavarde82852        1.88
Vardas15327         Pavarde15327        1.88
Vardas81110         Pavarde81110        1.88
Vardas79366         Pavarde79366        1.88
Vardas53400         Pavarde53400        1.88
Vardas1898          Pavarde1898         1.88
Vardas44691         Pavarde44691        1.88
Vardas13160         Pavarde13160        1.88
Vardas90428         Pavarde90428        1.88
Vardas9457          Pavarde9457         1.88
Vardas2231          Pavarde2231         1.88
Vardas78307         Pavarde78307        1.88
Vardas47205         Pavarde47205        1.88
Vardas85212         Pavarde85212        1.88
Vardas88150         Pavarde88150        1.88
Vardas51601         Pavarde51601        1.88
Vardas64656         Pavarde64656        1.88
Vardas40558         Pavarde40558        1.88
Vardas90082         Pavarde90082        1.88
Vardas26653         Pavarde26653        1.88
Vardas55038         Pavarde55038        1.88
Vardas74005         Pavarde74005        1.88
Vardas16524         Pavarde16524        1.88
Vardas88240         Pavarde88240        1.88
Vardas77449         Pavarde77449        1.88
Vardas55063         Pavarde55063        1.88
Vardas30810         Pavarde30810        1.88
Vardas12161         Pavarde12161        1.88
Vardas35564         Pavarde35564        1.88
Vardas38107         Pavarde38107        1.88
Vardas15781         Pavarde15781        1.88
Vardas84939         Pavarde84939        1.88
Vardas28022         Pavarde28022        1.88
Vardas11844         Pavarde11844        1.88
Vardas64587         Pavarde64587        1.88
Vardas75489         Pavarde75489        1.88
Vardas8155          Pavarde8155         1.88
Vardas94550         Pavarde94550        1.88
Vardas64556         Pavarde64556        1.88
Vardas59174         Pavarde59174        1.88
Vardas53575         Pavarde53575        1.88
Vardas2586          Pavarde2586         1.88
Vardas53337         Pavarde53337        1.88
Vardas61144         Pavarde61144        1.88
Vardas61892         Pavarde61892        1.88
Vardas8753          Pavarde8753         1.88
Vardas55741         Pavarde55741        1.88
Vardas52573         Pavarde52573        1.88
Vardas76692         Pavarde76692        1.88
Vardas24780         Pavarde24780        1.88
Vardas15720         Pavarde15720        1.88
Vardas8964          Pavarde8964         1.88
Vardas86453         Pavarde86453        1.88
Vardas34004         Pavarde34004        1.88
Vardas86496         Pavarde86496        1.88
Vardas73013         Pavarde73013        1.88
Vardas26182         Pavarde26182        1.88
Vardas49462         Pavarde49462        1.88
Vardas89378         Pavarde89378        1.88
Vardas10327         Pavarde10327        1.88
Vardas54093         Pavarde54093        1.88
Vardas99636         Pavarde99636        1.88
Vardas13900         Pavarde13900        1.88
Vardas63143         Pavarde63143        1.88
Vardas88568         Pavarde88568        1.88
Vardas34758         Pavarde34758        1.88
Vardas4066          Pavarde4066         1.88
Vardas51209         Pavarde51209        1.88
Vardas62860         Pavarde62860        1.88
Vardas51818         Pavarde51818        1.88
Vardas51116         Pavarde51116        1.92
Vardas32438         Pavarde32438        1.92
Vardas69118         Pavarde69118        1.92
Vardas40290         Pavarde40290        1.92
Vardas14896         Pavarde14896        1.96
Vardas57820         Pavarde57820        1.96
Vardas31754         Pavarde31754        1.96
Vardas20356         Pavarde20356        1.96
Vardas99362         Pavarde99362        1.96
Vardas88998         Pavarde88998        1.96
Vardas50507         Pavarde50507        1.96
Vardas79885         Pavarde79885        1.96
Vardas99950         Pavarde99950        1.96
Vardas99370         Pavarde99370        1.96
Vardas35949         Pavarde35949        1.96
Vardas50993         Pavarde50993        1.96
Vardas28253         Pavarde28253        1.96
Vardas67397         Pavarde67397        1.96
Vardas68038         Pavarde68038        1.96
Vardas80389         Pavarde80389        1.96
Vardas17308         Pavarde17308        1.96
Vardas98997         Pavarde98997        1.96
Vardas6856          Pavarde6856         1.96
Vardas9628          Pavarde9628         1.96
Vardas87489         Pavarde87489        1.96
Vardas61294         Pavarde61294        1.96
Vardas88729         Pavarde88729        1.96
Vardas3966          Pavarde3966         1.96
Vardas40754         Pavarde40754        1.96
Vardas99568         Pavarde99568        1.96
Vardas14124         Pavarde14124        1.96
Vardas39774         Pavarde39774        1.96
Vardas60305         Pavarde60305        1.96
Vardas59959         Pavarde59959        1.96
Vardas45604         Pavarde45604        1.96
Vardas69080         Pavarde69080        1.96
Vardas89028         Pavarde89028        1.96
Vardas70431         Pavarde70431        1.96
Vardas31599         Pavarde31599        1.96
Vardas61603         Pavarde61603        1.96
Vardas32795         Pavarde32795        1.96
Vardas76509         Pavarde76509        1.96
Vardas50415         Pavarde50415        1.96
Vardas13916         Pavarde13916        1.96
Vardas80000         Pavarde80000        1.96
Vardas5160          Pavarde5160         1.96
Vardas49011         Pavarde49011        1.96
Vardas65685         Pavarde65685        1.96
Vardas75954         Pavarde75954        1.96
Vardas52516         Pavarde52516        1.96
Vardas16216         Pavarde16216        1.96
Vardas5400          Pavarde5400         1.96
Vardas39270         Pavarde39270        1.96
Vardas50297         Pavarde50297        1.96
Vardas97260         Pavarde97260        1.96
Vardas80878         Pavarde80878        1.96
Vardas28707         Pavarde28707        1.96
Vardas63752         Pavarde63752        1.96
Vardas46711         Pavarde46711        1.96
Vardas23794         Pavarde23794        1.96
Vardas10265         Pavarde10265        1.96
Vardas53837         Pavarde53837        1.96
Vardas17760         Pavarde17760        1.96
Vardas66061         Pavarde66061        1.96
Vardas29237         Pavarde29237        1.96
Vardas20707         Pavarde20707        1.96
Vardas32367         Pavarde32367        1.96
Vardas28061         Pavarde28061        1.96
Vardas55396         Pavarde55396        1.96
Vardas38177         Pavarde38177        1.96
Vardas88421         Pavarde88421        1.96
Vardas8089          Pavarde8089         1.96
Vardas64240         Pavarde64240        1.96
Vardas913           Pavarde913          1.96
Vardas58978         Pavarde58978        1.96
Vardas36726         Pavarde36726        1.96
Vardas50854         Pavarde50854        1.96
Vardas62558         Pavarde62558        1.96
Vardas41265         Pavarde41265        1.96
Vardas40604         Pavarde40604        1.96
Vardas23397         Pavarde23397        1.96
Vardas72364         Pavarde72364        1.96
Vardas82456         Pavarde82456        1.96
Vardas12144         Pavarde12144        1.96
Vardas95019         Pavarde95019        1.96
Vardas94321         Pavarde94321        1.96
Vardas90463         Pavarde90463        1.96
Vardas10750         Pavarde10750        1.96
Vardas55237         Pavarde55237        1.96
Vardas51040         Pavarde51040        1.96
Vardas351           Pavarde351          1.96
Vardas59143         Pavarde59143        1.96
Vardas24717         Pavarde24717        1.96
Vardas39915         Pavarde39915        1.96
Vardas13197         Pavarde13197        1.96
Vardas47816         Pavarde47816        1.96
Vardas67210         Pavarde67210        1.96
Vardas29900         Pavarde29900        1.96
Vardas93942         Pavarde93942        1.96
Vardas57868         Pavarde57868        1.96
Vardas69923         Pavarde69923        1.96
Vardas97460         Pavarde97460        1.96
Vardas5503          Pavarde5503         1.96
Vardas57874         Pavarde57874        1.96
Vardas31001         Pavarde31001        1.96
Vardas57004         Pavarde57004        1.96
Vardas60856         Pavarde60856        1.96
Vardas90307         Pavarde90307        1.96
Vardas94201         Pavarde94201        1.96
Vardas69077         Pavarde69077        1.96
Vardas738           Pavarde738          1.96
Vardas98625         Pavarde98625        1.96
Vardas99961         Pavarde99961        1.96
Vardas45135         Pavarde45135        1.96
Vardas55134         Pavarde55134        1.96
Vardas42957         Pavarde42957        1.96
Vardas61211         Pavarde61211        1.96
Vardas24094         Pavarde24094        1.96
Vardas40099         Pavarde40099        1.96
Vardas65476         Pavarde65476        1.96
Vardas95533         Pavarde95533        1.96
Vardas16834         Pavarde16834        1.96
Vardas74209         Pavarde74209        1.96
Vardas69660         Pavarde69660        1.96
Vardas70256         Pavarde70256        1.96
Vardas99911         Pavarde99911        1.96
Vardas81020         Pavarde81020        1.96
Vardas30354         Pavarde30354        1.96
Vardas35573         Pavarde35573        1.96
Vardas46485         Pavarde46485        1.96
Vardas1039          Pavarde1039         1.96
Vardas69582         Pavarde69582        1.96
Vardas22386         Pavarde22386        1.96
Vardas27489         Pavarde27489        1.96
Vardas14072         Pavarde14072        1.96
Vardas9648          Pavarde9648         1.96
Vardas31479         Pavarde31479        1.96
Vardas41164         Pavarde41164        1.96
Vardas42520         Pavarde42520        1.96
Vardas93534         Pavarde93534        1.96
Vardas17706         Pavarde17706        1.96
Vardas96955         Pavarde96955        1.96
Vardas25575         Pavarde25575        1.96
Vardas94987         Pavarde94987        1.96
Vardas43488         Pavarde43488        1.96
Vardas48847         Pavarde48847        1.96
Vardas33443         Pavarde33443        1.96
Vardas91791         Pavarde91791        1.96
Vardas65712         Pavarde65712        1.96
Vardas6209          Pavarde6209         1.96
Vardas2025          Pavarde2025         1.96
Vardas95615         Pavarde95615        1.96
Vardas33512         Pavarde33512        1.96
Vardas39476         Pavarde39476        1.96
Vardas63432         Pavarde63432        1.96
Vardas30707         Pavarde30707        1.96
Vardas35031         Pavarde35031        1.96
Vardas84667         Pavarde84667        1.96
Vardas88606         Pavarde88606        1.96
Vardas79260         Pavarde79260        1.96
Vardas57080         Pavarde57080        1.96
Vardas75335         Pavarde75335        1.96
Vardas62684         Pavarde62684        1.96
Vardas58550         Pavarde58550        1.96
Vardas53312         Pavarde53312        1.96
Vardas68823         Pavarde68823        1.96
Vardas11445         Pavarde11445        1.96
Vardas75183         Pavarde75183        1.96
Vardas47565         Pavarde47565        1.96
Vardas35203         Pavarde35203        1.96
Vardas35962         Pavarde35962        1.96
Vardas99257         Pavarde99257        1.96
Vardas73012         Pavarde73012        1.96
Vardas31291         Pavarde31291        1.96
Vardas46300         Pavarde46300        1.96
Vardas68638         Pavarde68638        1.96
Vardas88604         Pavarde88604        1.96
Vardas37215         Pavarde37215        1.96
Vardas9048          Pavarde9048         1.96
Vardas55596         Pavarde55596        1.96
Vardas3308          Pavarde3308         1.96
Vardas22043         Pavarde22043        1.96
Vardas93689         Pavarde93689        1.96
Vardas36946         Pavarde36946        1.96
Vardas54783         Pavarde54783        1.96
Vardas68267         Pavarde68267        1.96
Vardas3010          Pavarde3010         1.96
Vardas94023         Pavarde94023        2.00
Vardas76362         Pavarde76362        2.00
Vardas70584         Pavarde70584        2.00
Vardas92009         Pavarde92009        2.00
Vardas6007          Pavarde6007         2.00
Vardas2998          Pavarde2998         2.00
Vardas89566         Pavarde89566        2.00
Vardas60379         Pavarde60379        2.00
Vardas47947         Pavarde47947        2.00
Vardas24759         Pavarde24759        2.00
Vardas54799         Pavarde54799        2.00
Vardas35250         Pavarde35250        2.00
Vardas58357         Pavarde58357        2.00
Vardas42588         Pavarde42588        2.00
Vardas66106         Pavarde66106        2.00
Vardas47577         Pavarde47577        2.00
Vardas20194         Pavarde20194        2.00
Vardas85718         Pavarde85718        2.00
Vardas15706         Pavarde15706        2.00
Vardas95269         Pavarde95269        2.00
Vardas15830         Pavarde15830        2.04
Vardas44861         Pavarde44861        2.04
Vardas3053          Pavarde3053         2.04
Vardas35116         Pavarde35116        2.04
Vardas67993         Pavarde67993        2.04
Vardas46009         Pavarde46009        2.04
Vardas53176         Pavarde53176        2.04
Vardas778           Pavarde778          2.04
Vardas57077         Pavarde57077        2.04
Vardas22893         Pavarde22893        2.04
Vardas82081         Pavarde82081        2.04
Vardas28560         Pavarde28560        2.04
Vardas24803         Pavarde24803        2.04
Vardas79474         Pavarde79474        2.04
Vardas53132         Pavarde53132        2.04
Vardas51767         Pavarde51767        2.04
Vardas4929          Pavarde4929         2.04
Vardas69320         Pavarde69320        2.04
Vardas58655         Pavarde58655        2.04
Vardas14766         Pavarde14766        2.04
Vardas80340         Pavarde80340        2.04
Vardas68991         Pavarde68991        2.04
Vardas30119         Pavarde30119        2.04
Vardas21062         Pavarde21062        2.04
Vardas22439         Pavarde22439        2.04
Vardas851           Pavarde851          2.04
Vardas24774         Pavarde24774        2.04
Vardas18706         Pavarde18706        2.04
Vardas53085         Pavarde53085        2.04
Vardas70303         Pavarde70303        2.04
Vardas66384         Pavarde66384        2.04
Vardas4192          Pavarde4192         2.04
Vardas95552         Pavarde95552        2.04
Vardas23962         Pavarde23962        2.04
Vardas52450         Pavarde52450        2.04
Vardas51995         Pavarde51995        2.04
Vardas11961         Pavarde11961        2.04
Vardas90430         Pavarde90430        2.04
Vardas68282         Pavarde68282        2.04
Vardas12020         Pavarde12020        2.04
Vardas96936         Pavarde96936        2.04
Vardas83299         Pavarde83299        2.04
Vardas17747         Pavarde17747        2.04
Vardas57708         Pavarde57708        2.04
Vardas5546          Pavarde5546         2.04
Vardas12038         Pavarde12038        2.04
Vardas17480         Pavarde17480        2.04
Vardas72428         Pavarde72428        2.04
Vardas39043         Pavarde39043        2.04
Vardas89904         Pavarde89904        2.04
Vardas80988         Pavarde80988        2.04
Vardas918           Pavarde918          2.04
Vardas66935         Pavarde66935        2.04
Vardas9491          Pavarde9491         2.04
Vardas81466         Pavarde81466        2.04
Vardas8103          Pavarde8103         2.04
Vardas75855         Pavarde75855        2.04
Vardas90517         Pavarde90517        2.04
Vardas61461         Pavarde61461        2.04
Vardas55394         Pavarde55394        2.04
Vardas53836         Pavarde53836        2.04
Vardas98636         Pavarde98636        2.04
Vardas52260         Pavarde52260        2.04
Vardas19632         Pavarde19632        2.04
Vardas28078         Pavarde28078        2.04
Vardas83186         Pavarde83186        2.04
Vardas86094         Pavarde86094        2.04
Vardas49723         Pavarde49723        2.04
Vardas20025         Pavarde20025        2.04
Vardas72147         Pavarde72147        2.04
Vardas18579         Pavarde18579        2.04
Vardas47810         Pavarde47810        2.04
Vardas47656         Pavarde47656        2.04
Vardas31851         Pavarde31851        2.04
Vardas39350         Pavarde39350        2.04
Vardas80247         Pavarde80247        2.04
Vardas64790         Pavarde64790        2.04
Vardas28154         Pavarde28154        2.04
Vardas79662         Pavarde79662        2.04
Vardas54899         Pavarde54899        2.04
Vardas32669         Pavarde32669        2.04
Vardas92564         Pavarde92564        2.04
Vardas53333         Pavarde53333        2.04
Vardas29340         Pavarde29340        2.04
Vardas6255          Pavarde6255         2.04
Vardas91556         Pavarde91556        2.04
Vardas86848         Pavarde86848        2.04
Vardas35511         Pavarde35511        2.04
Vardas39465         Pavarde39465        2.04
Vardas50243         Pavarde50243        2.04
Vardas71969         Pavarde71969        2.04
Vardas91361         Pavarde91361        2.04
Vardas28890         Pavarde28890        2.04
Vardas57950         Pavarde57950        2.04
Vardas48950         Pavarde48950        2.04
Vardas16343         Pavarde16343        2.04
Vardas81240         Pavarde81240        2.04
Vardas32548         Pavarde32548        2.04
Vardas7660          Pavarde7660         2.04
Vardas66680         Pavarde66680        2.04
Vardas76243         Pavarde76243        2.04
Vardas40537         Pavarde40537        2.04
Vardas31800         Pavarde31800        2.04
Vardas3341          Pavarde3341         2.04
Vardas79393         Pavarde79393        2.04
Vardas56162         Pavarde56162        2.04
Vardas90026         Pavarde90026        2.04
Vardas34830         Pavarde34830        2.04
Vardas1381          Pavarde1381         2.04
Vardas51532         Pavarde51532        2.04
Vardas53393         Pavarde53393        2.04
Vardas7561          Pavarde7561         2.04
